account_id,customer_id,account_type,status,base_currency,opened_at
5f5e8e77-c93e-44fc-bfb8-f1817f1049b8,66c1999a-8552-44e0-a01d-bf665baceed0,CHECKING,ACTIVE,SGD,2025-09-24T12:18:36Z
a15221f9-79bf-4521-b3be-5fe06a03b0bc,6d954cbe-1811-45c9-9cc4-54a8c27f74d4,WALLET,ACTIVE,INR,2025-03-27T07:20:01Z
7ca155f9-527c-4b7c-98fc-b9f15424cc4c,bb55e9a0-bcf8-4363-a2c7-af66fd391ac7,WALLET,ACTIVE,AED,2025-01-12T07:53:43Z
5bfd1af6-6717-4896-8689-67a2a8f406f1,69c1a04d-fea5-434b-a1e5-9376a5f3e88f,CHECKING,ACTIVE,EUR,2025-05-10T06:50:26Z
d15877c7-bb42-41ea-99f6-bb9fed17daa1,36195b29-b06d-4194-b7ab-98a3b4566b1b,WALLET,ACTIVE,AED,2025-05-30T01:56:36Z
9d7addb1-8c45-4c0c-b25c-f1bc79c4fde7,e8d45807-aab7-4663-9a5e-8cec26b0eaef,CHECKING,ACTIVE,AED,2025-07-25T09:08:27Z
c81efa7f-76ee-42c9-ac80-bcb3d2bc3fd9,ec367048-b664-408f-a10d-ccd144a52369,WALLET,ACTIVE,USD,2025-12-13T18:00:39Z
6a24f27f-2063-42bd-a87f-2d1db3217e77,c594dfd2-24bc-4aed-8f7a-554c06813419,WALLET,ACTIVE,SGD,2025-12-03T11:28:59Z
59f0953d-a1c8-457d-9fd8-e49616fc1b9f,01e86a35-ed42-47ab-90b4-38231c1cf7f2,WALLET,ACTIVE,AED,2025-05-29T08:39:34Z
39450794-6307-4abd-b410-124d62b611e0,c990484c-6941-44b4-be23-66a874421e3b,CREDIT,ACTIVE,SGD,2025-01-16T15:30:39Z
c743d5d4-9e78-4bb2-86df-ebe186812fdd,82ab36d6-5ae4-4cfc-9536-072f1ce56392,WALLET,ACTIVE,INR,2025-10-12T12:17:45Z
ee8f4624-cfd9-4f73-8820-05ba377e3c8f,1f0bcdd9-8150-465e-b9ef-db890aa84df0,WALLET,ACTIVE,AED,2025-09-14T00:04:50Z
6f3d1964-5043-451f-8ad2-936a4c9ca8d5,60ddf35e-1d21-4ad0-a722-e837160dbead,CHECKING,ACTIVE,USD,2025-01-23T01:10:35Z
dfb7589a-8a1c-4c4c-b3ef-c23588cd2ca1,4645c3d6-e918-4648-8340-ffeaaca450ff,WALLET,ACTIVE,AED,2025-12-21T19:34:39Z
45d4100d-50de-40b6-a847-d7f52af023fe,29ca7ee5-8e2f-4cbe-86d6-bbe7c7f29f95,CHECKING,ACTIVE,GBP,2025-09-27T03:46:51Z
4774c78b-f477-4837-ba22-1946b84d40b7,7a42982a-c838-4862-abc0-f45dd0be068c,WALLET,ACTIVE,GBP,2025-10-18T02:32:14Z
4b10011a-a65f-48b4-9f75-ba407ca00435,2e5b07d7-0360-4cad-875f-2f784740cc74,WALLET,ACTIVE,USD,2025-01-22T20:21:24Z
c84b3229-9fab-45f1-ab82-ceb3d2a782ec,727680ba-e4a1-40fc-b83f-e69e6a553dcb,WALLET,ACTIVE,USD,2025-01-31T07:05:51Z
49dbaa74-2e14-4a3b-a1b0-e051d454c1a4,34ce136b-4bbb-4b79-b15c-6c8cde5b1f16,WALLET,SUSPENDED,SGD,2025-10-07T11:53:58Z
72714a21-966e-4855-9673-7feb5c21691f,f056d0b3-7504-4982-b741-31801c429122,WALLET,ACTIVE,AED,2025-05-20T12:30:05Z
3b24b6a3-d789-46ef-8fe8-024f67bfd969,8beca2ab-30ae-4810-8eae-faa2892bbebc,CHECKING,ACTIVE,EUR,2025-06-28T06:07:36Z
9c77e106-6e52-4b0f-89be-85ae0c9a6e88,e1495181-19d2-427e-b8a3-0d73eea0d459,WALLET,ACTIVE,SGD,2025-05-13T19:42:13Z
9654e754-d131-4cb8-8a96-8f93e72a2f89,bf7d21ca-cf22-4a7d-9094-17af7edc3159,CHECKING,SUSPENDED,GBP,2025-01-31T07:45:52Z
c010fcde-da08-4ef3-b35f-7c1346d11fb5,71844c9d-cfd8-4040-b53c-b4c6076e0f9b,WALLET,ACTIVE,GBP,2025-10-14T07:43:10Z
6e4e8b85-6b07-44ef-894d-8007b75c30dd,65878328-4960-4dd7-83de-705bc3e9dece,CHECKING,ACTIVE,AED,2025-06-21T15:30:11Z
4ff714bb-3a8f-4119-a562-c2cbb14856b3,927f1fcb-451c-4255-8dd1-f6f20065d907,WALLET,ACTIVE,AED,2025-05-13T19:17:29Z
062574f1-7437-47bc-85e2-44a03930d217,8cb864ff-116a-478b-bc36-5d56783a336b,CHECKING,ACTIVE,USD,2025-10-11T08:14:50Z
9a744b98-c682-46b0-94a8-c59a0e75086f,74fa19e3-852a-45e0-83d8-1de6f9047b67,CHECKING,ACTIVE,GBP,2025-03-14T00:15:15Z
ef766383-4e0c-4335-9973-2fe764faf891,bef093b4-f60e-43f5-bc50-e10c8fe6034f,WALLET,ACTIVE,GBP,2025-01-14T11:24:10Z
507b9112-767d-4ef4-972b-4277e16b44d2,7ada264d-1b50-42e7-ac45-be744ffd658f,CREDIT,ACTIVE,AED,2025-06-18T22:18:32Z
95a8e417-c949-43d8-a889-18fa008e5204,2df47381-875f-4751-b22c-2348258b26f2,WALLET,ACTIVE,INR,2025-12-01T15:12:24Z
4a1e50b1-2064-4787-b82f-86fcdd254ae3,5f52b4d6-447e-479e-ab3e-3e02e3315754,WALLET,ACTIVE,INR,2025-12-26T15:35:23Z
263f9da9-46b8-4771-89c9-2aea89b413f7,467d01b0-831d-4f77-85be-610927949ce3,WALLET,ACTIVE,INR,2025-11-28T21:07:40Z
9ff6a2d6-4210-4f22-8c66-8792218c862f,e49c4b76-5e58-4561-849f-1b6300caaf8c,WALLET,ACTIVE,INR,2025-04-07T17:55:09Z
f61cbbe7-70a7-4038-8ba7-850b58d729d4,854b353c-a33b-41c2-ae56-56e384a09eef,CHECKING,ACTIVE,EUR,2025-09-24T02:14:59Z
58aacd78-f9e1-42cb-bc02-05c210d3f10d,cec6f7a9-d75c-4618-866b-0bfbfea2d04a,WALLET,ACTIVE,INR,2025-03-17T16:32:22Z
dfc80790-a84d-4251-804b-5285a8e61fbf,559845b0-9afd-46f0-b59e-55d478ab0749,WALLET,ACTIVE,GBP,2025-12-08T11:38:49Z
ee0f808e-e654-487a-8a9e-2ebbc72e4dec,906407d4-b58e-48c0-8405-70b2123f0733,WALLET,ACTIVE,GBP,2025-11-19T23:55:15Z
ccf583a4-b63c-4601-9b3e-71e337cb8487,803d35e7-d1ed-40f7-8d3a-d1202c8f9530,WALLET,ACTIVE,USD,2025-02-24T04:51:26Z
fa1f8d34-4002-4ec2-aae8-4b37d61121ff,7bb132a1-4925-4fd6-96e5-0bb774000c1e,WALLET,SUSPENDED,SGD,2025-03-16T11:54:00Z
e714d80c-47c7-4522-be18-1fdeaf46543f,4c7178fe-7b95-4173-9041-9af838e908fd,WALLET,ACTIVE,USD,2025-08-09T14:05:52Z
eac2847e-694b-4478-b610-029627423559,c5e9627d-efea-49be-bb9c-d7f1fc76e1f7,WALLET,ACTIVE,GBP,2025-02-23T00:50:25Z
3b4e7114-aa33-4555-9fbb-edab5914dc6e,2fb84646-9030-4f59-9716-f1912625b320,WALLET,ACTIVE,USD,2025-09-29T15:50:11Z
99cbec70-529f-4762-b8b0-4d6762c8c9de,4c7178fe-7b95-4173-9041-9af838e908fd,CHECKING,ACTIVE,INR,2025-01-03T12:55:15Z
f3f91d26-2349-46ee-bb99-9de1ac533a11,c237584c-0204-4662-b4bc-37c2ab29acaa,WALLET,SUSPENDED,INR,2025-02-27T06:18:37Z
816592f1-25ee-4a41-85df-dfbd38b7a0be,f9d16c82-aad4-4bb9-bf75-b09445926533,CHECKING,SUSPENDED,SGD,2025-08-21T18:00:08Z
3cf82413-afee-481c-b72b-7eb6a61ea9d8,f32e535c-700d-4d4d-9f2f-1fff463c1e94,WALLET,ACTIVE,INR,2025-01-22T11:09:54Z
8ce9b97b-cf3a-48e3-91c7-7d8631a5cbe3,81e03a0b-8838-40be-90bb-64a25434e1f5,CREDIT,SUSPENDED,EUR,2025-09-01T21:32:01Z
b40a87de-11e7-41b9-bbb5-fd172ea8c6b2,148ff5f7-c110-4b5c-a5a3-a9187c5ad76b,CREDIT,ACTIVE,USD,2025-11-30T09:28:41Z
c6328583-988d-455e-a3b6-eeb22a2ac8ce,3639c056-821a-4ce7-ad42-89bd2517b030,WALLET,ACTIVE,INR,2025-04-12T06:03:40Z
aa260a34-765a-4895-8273-9f066dad8220,113550b5-de86-4216-aff9-749ca0dc3095,WALLET,ACTIVE,AED,2025-12-28T22:21:46Z
6756988a-f764-4d30-bd95-01f4aeda1d19,180bb5fb-f5d2-4273-943d-48fd7db949a6,WALLET,ACTIVE,INR,2025-01-31T01:46:05Z
a0fb2f8e-7fb1-4189-964f-1079ad8e2605,b250db89-bac9-42db-9dd8-e579fc5db1f9,WALLET,ACTIVE,INR,2025-06-22T12:04:56Z
a7a5e1e5-28ab-47da-9b72-af6eeb608f8d,2e5b07d7-0360-4cad-875f-2f784740cc74,CREDIT,ACTIVE,INR,2025-01-19T05:08:49Z
6469d4d4-bce2-4f86-8333-09ffab4991eb,3f7e8823-e9ec-4351-a91f-521b4199eca5,CHECKING,ACTIVE,USD,2025-10-11T21:34:34Z
9ac1759a-8375-4780-a7f6-ca22713f840b,3e67a4c3-0cf6-4f83-adab-d18e29532f8a,CREDIT,ACTIVE,USD,2025-10-20T13:19:21Z
88612e2c-9bfa-43ea-a712-17c73224b72a,5a712969-b9e0-4155-834e-818bd6efb42e,WALLET,ACTIVE,INR,2025-02-13T02:52:12Z
311ef32f-55e5-4c4d-9700-ad4eb17aa663,d284bd67-5a38-4b40-87a2-18aa48982acc,WALLET,ACTIVE,AED,2025-05-01T01:23:49Z
c1fc5fa2-ff82-40df-82ef-a8f553c99dae,c27b0fba-43c2-43ef-ad53-01fe36da4cd4,WALLET,ACTIVE,AED,2025-12-01T23:02:38Z
ca664746-6bbc-421e-8bde-201da6c5c159,069e22a0-42d4-4113-893b-7716d5800421,WALLET,ACTIVE,INR,2025-10-15T19:54:25Z
f8bf7ad3-e402-46fc-b75a-8b686eb5a5e2,c85d4fc6-6993-4164-b69a-652acac84281,WALLET,ACTIVE,GBP,2025-03-13T18:48:33Z
603b23c0-cbd7-48c5-ba8e-f10ccd01b7ab,0be04512-c76d-4578-a9aa-7fcd18ab1046,WALLET,ACTIVE,INR,2025-07-21T12:59:49Z
da4860ed-53a9-4819-86fd-ebc57a9c6370,aeb1bda3-b8d6-432b-938e-95071b8883c7,CHECKING,ACTIVE,SGD,2025-02-10T21:55:06Z
5ecb8823-7ecf-4aa1-b839-b9f4aab59ee3,498abc29-d8cf-4d97-8329-febe44d7e421,CREDIT,SUSPENDED,INR,2025-09-18T16:20:36Z
257477a7-8b48-42d8-aeb4-fac36b41d148,01da2536-5f2d-4458-a02c-cdc5346a32aa,CHECKING,ACTIVE,GBP,2025-11-11T15:24:05Z
d1a998b2-5b7e-4e2a-8730-598a5b605a09,a272a72d-9d6f-41c6-8220-452771c2c158,WALLET,ACTIVE,AED,2025-08-03T00:21:02Z
a1ede385-ca8e-47ee-997c-0f009947788b,927f1fcb-451c-4255-8dd1-f6f20065d907,CHECKING,SUSPENDED,INR,2025-04-14T00:30:14Z
4686575e-0231-47d3-a18d-2f19caff81ff,ddef064c-b4bc-4d09-a0cf-af6e6f32afc7,WALLET,ACTIVE,GBP,2025-08-06T22:50:27Z
67e6ecbf-a654-405c-a547-60699fb380e4,d4fbffaf-199d-48e5-a398-e98170b1c82b,CHECKING,ACTIVE,EUR,2025-08-11T08:48:16Z
eccfa4e2-2724-4067-8d0a-14f6003443f3,b61d5717-b965-44d7-8e2d-69480ae4314f,WALLET,ACTIVE,EUR,2025-09-04T23:12:43Z
76c6bd95-157c-4dc7-9a10-93517564ff94,3297ddc6-2630-45be-a25b-bf75114986b1,WALLET,ACTIVE,GBP,2025-02-22T11:33:59Z
16428872-aaf0-4c69-ae03-5b9c2957aedd,739e8bb3-a853-47db-93e8-3ebd4500b39d,WALLET,ACTIVE,EUR,2025-01-02T06:43:31Z
be5b6bc1-8866-4c33-b5b0-7a6f95ddaa61,6768335a-0666-4e16-83d3-b5beb85e142c,CHECKING,ACTIVE,INR,2025-01-10T10:41:22Z
15c8016d-d344-4b6f-9105-ec9c8cbd0c77,c5e9627d-efea-49be-bb9c-d7f1fc76e1f7,CHECKING,SUSPENDED,GBP,2025-07-06T17:24:05Z
67143f60-d997-4599-bda9-44aa65a1d9f2,5f563cda-7a64-45a0-ab2d-6bc4024e420b,CHECKING,ACTIVE,INR,2025-11-15T05:02:38Z
d81791f5-23b1-44b7-a27c-e11e7eaad89f,508803b6-b60c-407b-bc94-eb22d10811d3,WALLET,CLOSED,EUR,2025-01-24T19:54:43Z
390c6d15-8921-4b2b-82cc-1a139fde6aac,a3fb73f3-a475-41af-bd9d-5d5a72791142,WALLET,ACTIVE,AED,2025-12-12T23:39:14Z
63cff642-ea04-46d4-9691-a0be9e354ea9,1deabe91-a996-490d-97e9-f1b60854f1c1,WALLET,ACTIVE,INR,2025-07-01T10:40:48Z
c965c14f-cb45-49a4-833d-3961a341e1d7,9e6e5925-36b3-4ca5-879c-7d24984d9615,CHECKING,ACTIVE,GBP,2024-12-30T20:41:46Z
ea46bdb6-5213-4f08-b5df-df9fa0e3deee,6914cd6c-f968-403f-8633-5b32e74214b7,CHECKING,ACTIVE,USD,2025-11-29T18:59:30Z
1e190ccc-50dd-46dc-82e3-f47a941ce431,7de168b7-3b03-417c-a840-79a82acb854d,WALLET,SUSPENDED,SGD,2025-12-17T10:17:27Z
fb4302d3-71dd-499c-b814-61ae3d3c58aa,f056d0b3-7504-4982-b741-31801c429122,WALLET,ACTIVE,EUR,2025-09-07T07:03:59Z
8d506a4c-472b-4711-88f8-c3580c6605ca,3e67a4c3-0cf6-4f83-adab-d18e29532f8a,CHECKING,ACTIVE,USD,2025-12-16T04:53:53Z
d9f83a5b-381a-43e2-8352-ae31b2a0d131,8859f7ff-7ac9-4004-b693-4d3583726e5b,WALLET,ACTIVE,AED,2025-12-21T07:46:58Z
b8002525-79ee-4510-a35a-09826cbee8cb,bf7d21ca-cf22-4a7d-9094-17af7edc3159,WALLET,ACTIVE,GBP,2025-05-18T01:51:40Z
e734b35c-31a4-4110-8bcc-15a91c194c11,869f0027-ab0b-44d5-89fd-207dfe193b32,WALLET,ACTIVE,INR,2025-08-14T01:07:34Z
d37194d6-d0c8-45fb-8a98-4b0f9fae978b,d735989a-0098-4a27-8e13-3d5209116efb,CHECKING,ACTIVE,USD,2025-11-05T01:09:47Z
8c3196c0-098a-49bd-8132-c95c8363d7c1,d1d3e809-fbb7-4782-a0ae-c6afcd363997,WALLET,ACTIVE,EUR,2025-09-05T21:20:25Z
b67ebe3b-577f-44c3-a3f7-9dd920f18c8d,727680ba-e4a1-40fc-b83f-e69e6a553dcb,CHECKING,ACTIVE,AED,2025-10-08T04:55:57Z
8c9433c8-23ce-4c77-91ff-49a3f27d5dcb,847db19a-9e96-4208-a036-70e4246194f4,CREDIT,ACTIVE,USD,2025-02-25T10:28:09Z
dc8de8b0-b218-4251-b235-2fef71237e11,3789376f-7bca-4f12-97f0-5255350ad403,CHECKING,ACTIVE,INR,2025-06-28T17:16:48Z
970765c2-bdf4-465b-954d-bd65193680d2,1934e809-0ab1-4417-b82a-519ed94117c7,WALLET,ACTIVE,INR,2025-03-17T17:55:57Z
c895bde8-900e-4f22-b9f7-43fb5d62c436,bf7d21ca-cf22-4a7d-9094-17af7edc3159,WALLET,ACTIVE,EUR,2025-10-16T16:44:19Z
73f5994e-f098-46b4-9020-fbf9f165b641,508803b6-b60c-407b-bc94-eb22d10811d3,WALLET,ACTIVE,SGD,2025-06-28T01:38:12Z
4b111002-d270-41d5-aeb3-a7da8d41e977,5e71286b-3035-4972-9e4e-73665ff0e725,WALLET,ACTIVE,EUR,2025-04-17T04:50:53Z
594dd3c1-7f8d-4dff-8ba3-951f092cdcbc,e5f953dd-6422-4a21-9685-af991c54f04c,CREDIT,SUSPENDED,USD,2025-05-12T06:33:06Z
0b46fc02-557d-4436-9116-1f3a32c5c3e0,672cbc7c-dac1-4790-8e99-89d621383234,WALLET,ACTIVE,AED,2025-12-11T04:21:17Z
eaaf3fc4-8385-4121-aadd-45455a6135e0,854b353c-a33b-41c2-ae56-56e384a09eef,CREDIT,ACTIVE,SGD,2025-08-13T06:43:57Z
454aa970-6729-49c9-b6b1-0255aa4c8980,36195b29-b06d-4194-b7ab-98a3b4566b1b,WALLET,SUSPENDED,SGD,2025-08-25T01:10:31Z
f8f0abb2-45c6-47de-82da-f15029736911,2221fcbf-ec81-4a8a-bde4-0235bedbd254,CHECKING,ACTIVE,GBP,2025-08-06T01:29:26Z
ec278c33-b303-45f9-a0be-42c9cad4c187,72c790bb-a4c0-4af3-9aa6-6de74b859895,WALLET,ACTIVE,GBP,2025-03-01T10:54:00Z
678b8e79-037b-4d78-bf6e-8d695520e153,9e6cae48-61e8-4203-98d4-71f8fc8d6f43,WALLET,ACTIVE,USD,2025-10-16T13:35:14Z
b338f9c0-eb86-4255-b9d9-da980a649a48,276ccda7-41de-4a29-80cb-1a77c5eb95eb,WALLET,ACTIVE,GBP,2025-06-05T08:35:09Z
7b2851b2-f94f-4ae7-9bb8-9622989fbcac,a7357cf0-769d-4dad-954f-ba19595c6d00,CHECKING,ACTIVE,INR,2025-03-26T19:09:03Z
4f6b70cb-b56e-44be-83bb-e362c7c5eac6,1c551df8-d39e-4908-862f-b49a5da6bc94,WALLET,ACTIVE,SGD,2025-06-16T22:16:52Z
7fb4b486-3514-4dfe-ada6-1d4e434b4e28,4d70594e-3a36-49fa-9fb0-4ab4c5322569,CHECKING,ACTIVE,INR,2025-07-28T07:17:42Z
8041e3c5-cc65-4cdb-abc6-488be3a26ec6,de0c372f-42c4-4b6b-9e7f-404c155459aa,WALLET,SUSPENDED,EUR,2025-07-13T21:32:19Z
ed5b68db-c051-45c3-b4ff-4275794ddd1f,5188f268-bcef-47c9-a875-f5d6b4ed4c5d,CHECKING,ACTIVE,GBP,2025-06-12T05:10:26Z
eacd6f56-315e-484e-8a1f-434684fda91a,9fbfcb6f-247a-413e-a843-a9764d772aed,WALLET,CLOSED,INR,2025-03-20T17:45:21Z
e1615012-77df-4293-98f3-4f6aeacf9470,d4f0740c-65a3-4e45-a342-f512b1b398e6,WALLET,ACTIVE,USD,2025-08-02T03:32:04Z
61c87f46-3a9d-44d3-8dad-97012416271f,495a1864-a4a0-459e-adaf-3c289d41f2d6,WALLET,ACTIVE,AED,2025-07-05T13:35:13Z
38a6c6a8-82e7-4e35-b1d9-a8c240a7f023,67d24032-53a4-483a-9710-e8fae901951f,CREDIT,ACTIVE,SGD,2025-07-03T01:37:44Z
b4d177cc-2c49-4b5f-9e75-a404174e319f,d1d3e809-fbb7-4782-a0ae-c6afcd363997,WALLET,ACTIVE,GBP,2025-10-12T14:25:58Z
4c33aea4-df2d-41a6-825d-d189e031233d,d6fa7bf3-9653-4279-b558-e8232d49df6d,CHECKING,ACTIVE,GBP,2025-02-18T07:22:09Z
acc425a3-dad2-4497-ab53-dbab47eb7369,2df47381-875f-4751-b22c-2348258b26f2,CHECKING,ACTIVE,AED,2025-05-01T19:49:26Z
64f6d6fc-4f2c-43f4-9b7e-28a8bf458968,069e22a0-42d4-4113-893b-7716d5800421,CHECKING,ACTIVE,USD,2025-06-03T01:50:35Z
c1d0cc7b-5702-4565-a893-576887d7e067,7e139823-9a95-423e-9332-2af8b5f67ea2,WALLET,ACTIVE,SGD,2025-04-20T15:08:02Z
d29428ff-90f3-4d47-b76e-94333b95b2fa,61bda582-a3b7-41c3-af7e-7c391aa80584,CHECKING,ACTIVE,USD,2025-02-15T07:29:38Z
